   6.230    47.230 1992      2      11    2.1   5.00      16      16
   6.230    47.230 1992      2      11    2.1   5.00      16      16
   7.320    45.890 1992      2      20    1.5  10.00       6       0
   7.200    45.840 1992      2      20    2.1   5.00      10      31
   7.200    45.840 1992      2      20    2.2   5.00      10      31
   7.200    45.900 1992      2      20    1.8   7.00      10      31
   7.450    46.270 1992      2      20    1.5   2.00      17       6
   6.780    47.320 1992      2      21    1.9  10.00      22      11
   7.020    47.270 1992      2      21    2.5   5.00      22      11
   6.780    47.280 1992      2      21    2.9   3.00      22      11
   6.780    47.280 1992      2      21    2.5   3.00      22      11
   6.080    47.010 1992      2      29    2.2   5.00       7      11
   7.530    45.880 1992      3      22    2.5   2.00       4      13
   7.540    45.910 1992      3      22    1.7  10.00       4      13
   7.540    45.770 1992      3      22    2.4   5.00       4      13
   7.560    45.780 1992      3      22    1.7  17.00       4      13
   7.630    47.510 1992      3      22    1.0  10.00      15       0
   7.600    47.460 1992      3      22    2.5   5.00      22      41
   7.630    47.510 1992      3      22    1.7  10.00      22      41
   7.580    47.470 1992      3      22    2.5   5.00      22      41
   7.630    47.510 1992      3      22    1.2  10.00      23      57
   7.630    47.510 1992      3      23    1.2  10.00      14      22
   7.610    47.540 1992      3      25    2.1   1.00       2      40
   7.610    47.540 1992      3      25    2.1   1.00       2      40
   7.630    47.510 1992      3      25    2.4   8.00       5      33
   7.630    47.510 1992      3      25    2.4   7.00       5      33
   7.630    47.540 1992      3      25    3.2   5.00       5      33
   7.560    47.520 1992      3      25    3.2   8.00       5      33
   7.600    47.480 1992      3      27    2.3   5.00       2      37
   7.630    47.510 1992      3      27    1.5  10.00       2      37
   8.640    46.940 1992      4      10    2.4   2.00      12      19
   7.520    45.840 1992      4      11    2.3  10.00      23      16
   7.520    45.840 1992      4      11    2.3  10.00      23      16
   7.540    45.920 1992      4      11    1.5  10.00      23      16
   7.990    45.950 1992      4      13    1.9  10.00       7      59
   8.030    45.880 1992      4      13    1.6  20.00       7      59
   7.940    45.960 1992      4      13    1.4   4.00       8       0
   7.540    45.910 1992      4      17    1.7   2.00      14      45
   7.750    47.560 1992      5       1    1.0  16.00      21      44
   7.750    47.550 1992      5       1    1.4  16.00      21      44
   7.920    46.410 1992      5       6    2.2   7.00       4      15
   7.880    46.470 1992      5       6    1.5   2.00       4      15
